FishCode,Pond,AssayClass,TLEN,Sex,Stage,Fgut,Egut,Contents,Fullness,Orthop_num,Orthop_mass,Dermap_num,Dermap_mass,TerrColeo_num,TerrColeo_mass,Hymen_num,Hymen_mass,Lepid_num,Lepid_mass,BivalvTot_num,BivalvTot_mass,GastroTot_num,GastroTot_mass,PelZoopTot_num,PelZoopTot_mass,ClitellaTot_num,ClitellaTot_mass,EphemTot_num,EphemTot_mass,TrichopteraTot_num,Trichoptera_mass,DipteraTot_num,DipteraTot_mass,OdonataTot_num,OdonataTot_mass,HemipteraTot_num,HemipteraTot_mass,Other_num,Other_mass,PUTot_num,PUTot_mass,FishTot_num,FishTot_mass,ContentMass,Date,Season,GonStatus,Sample,GFI,GFI2,CaptureMethod,ParasiteLoad
PU-KSB-26,KSB,G,60,M,20,0.115,0.096,1 damsel: 0.001; 3 chiro: 0.007,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.007,1,0.001,0,0,0,0,0,0,0,0,0.008,11/2/2021,Winter,Dormant,3,0.667603654,0.94869993,T,2
PU-KSB-27,KSB,N,55,M,22,0.14,0.117,10 chiro: 0.012,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.012,0,0,0,0,0,0,0,0,0,0,0.012,11/2/2021,Winter,Dormant,3,0.941080196,1.43207856,T,3
PU-KSB-28,KSB,N,59,F,22,0.173,0.135,1 damsel: 0.006; 4 chiro: 0.005,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.005,1,0.006,0,0,0,0,0,0,0,0,0.011,11/2/2021,Winter,Dormant,3,1.228183581,1.583710407,T,3
PU-KSB-29,KSB,N,58,M,22,0.143,0.115,5 damsel: 0.02,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.02,0,0,0,0,0,0,0,0,0.02,11/2/2021,Winter,Dormant,3,0.984875132,1.688357369,T,3
PU-KSB-30,KSB,N,56,M,20,0.184,0.126,16 chiro: 0.037,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.037,0,0,0,0,0,0,0,0,0,0,0.037,11/2/2021,Winter,Dormant,3,1.956155143,3.204047218,T,3
PU-KSB-31,KSB,N,56,M,22,0.148,0.111,7 damsel: 0.024,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.024,0,0,0,0,0,0,0,0,0.024,11/2/2021,Winter,Dormant,3,1.393072289,2.296686747,T,3
PU-KSB-32,KSB,N,56,M,20,0.192,0.117,10 damsel: 0.041; 1 mayfly: 0.004; 3 chiro: 0.005,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004,0,0,3,0.005,10,0.041,0,0,0,0,0,0,0,0,0.05,11/2/2021,Winter,Dormant,3,3.05997552,5.0999592,T,3
PU-KSB-33,KSB,N,53,M,20,0.105,0.068,8 damsel: 0.016,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.016,0,0,0,0,0,0,0,0,0.016,11/2/2021,Winter,Dormant,3,1.765267176,2.528625954,T,1
PU-KSB-34,KSB,N,43,M,10,0.05,0.047,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/2/2021,Winter,Dormant,3,0.270027003,0.270027003,T,3
PU-KSB-35,KSB,N,47,F,20,0.065,0.054,3 chiro: 0.004,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.004,0,0,0,0,0,0,0,0,0,0,0.004,11/2/2021,Winter,Dormant,3,0.714285714,0.974025974,T,2
PU-KSB-36,KSB,N,41,F,10,0.057,0.039,4 chiro: 0.008,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.008,0,0,0,0,0,0,0,0,0,0,0.008,11/2/2021,Winter,Dormant,3,1.825557809,2.636916836,T,3
PU-KSS-35,KSS,G,63,M,22,0.137,0.126,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/2/2021,Winter,Dormant,3,0.311173975,0.311173975,T,2
PU-KSS-36,KSS,G,64,M,10,0.178,0.15,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/2/2021,Winter,Dormant,3,0.749464668,0.749464668,T,2
PU-KSS-37,KSS,G,64,M,10,0.156,0.119,2 mayflies: 0.015,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,9/2/2021,Winter,Dormant,3,0.908421311,1.276700221,T,2
PU-KSS-38,KSS,G,64,M,22,0.157,0.122,Inverts: 0.013,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.013,0,0,0,0,0.013,9/2/2021,Winter,Dormant,3,0.782997763,1.073825503,T,2
PU-KSS-39,KSS,N,55,F,22,0.102,0.071,9 chiro: 0.015,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.015,0,0,0,0,0,0,0,0,0,0,0.015,9/2/2021,Winter,Dormant,3,1.277823578,1.896125309,T,3
PU-KSS-40,KSS,G,60,F,22,0.097,0.084,Inverts: 0.001,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.001,0,0,0,0,0.001,9/2/2021,Winter,Dormant,3,0.386904762,0.416666667,T,3
PU-KSS-41,KSS,G,61,M,22,0.145,0.116,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/2/2021,Winter,Dormant,3,0.81369248,0.81369248,T,3
PU-KSS-42,KSS,G,61,F,22,0.134,0.107,2 x chiro: 0.008,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.008,0,0,0,0,0,0,0,0,0,0,0.008,10/2/2021,Winter,Dormant,3,0.710713346,0.921295078,T,3
PU-KSS-43,KSS,N,58,F,22,0.117,0.105,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/2/2021,Winter,Dormant,3,0.371517028,0.371517028,T,3
PU-KSS-44,KSS,G,62,M,22,0.156,0.137,Goo: 0.003,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/2/2021,Winter,Dormant,3,0.502778513,0.502778513,T,3
PU-KSS-45,KSS,N,54,F,20,0.09,0.064,Goo: 0.006,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/2/2021,Winter,Dormant,3,1.123110151,1.123110151,T,3
PU-KSS-46,KSS,G,64,M,22,0.16,0.13,Goo: NW,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10/2/2021,Winter,Dormant,3,0.753768844,0.753768844,T,3
PU-PP-36,PP,N,113,M,22,1.003,0.931,1 caddisfly: 0.05,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,5/2/2021,Winter,Dormant,3,0.303260045,0.513857299,A,2
PU-PP-37,PP,G,86,F,22,0.48,0.367,bait: 0.089,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,5/2/2021,Winter,Dormant,3,1.181266987,2.111645411,A,1
PU-PP-38,PP,G,72,M,22,0.275,0.25,3 chironomids: 0.003,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.003,0,0,0,0,0,0,0,0,0,0,0.003,5/2/2021,Winter,Dormant,3,0.480584391,0.538254517,A,3
PU-PP-39,PP,G,89,M,22,0.421,0.407,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/2/2021,Winter,Dormant,3,0.134035424,0.134035424,A,3
PU-PP-40,PP,G,100,F,22,0.747,0.726,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/2/2021,Winter,Dormant,3,0.124363378,0.124363378,A,2
PU-PP-41,PP,G,85,M,22,0.416,0.395,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5/2/2021,Winter,Dormant,3,0.220611409,0.220611409,A,3
PU-PP-42,PP,N,121,F,22,2.143,1.766,2 odonate: 0.266,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.266,0,0,0,0,0,0,0,0,0.266,5/2/2021,Winter,Dormant,3,1.289241502,2.198892005,A,3
PU-PP-43,PP,G,86,M,22,0.39,0.333,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/2/2021,Winter,Dormant,3,0.6139595,0.6139595,A,2
PU-PP-44,PP,G,90,M,22,0.382,0.366,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/2/2021,Winter,Dormant,3,0.162552067,0.162552067,A,3
PU-PP-45,PP,G,87,M,22,0.415,0.337,Inverts: 0.048,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.048,0,0,0,0,0.048,6/2/2021,Winter,Dormant,3,0.769154916,1.242481018,A,3
PU-PP-46,PP,G,96,M,22,0.497,0.498,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/2/2021,Winter,Dormant,3,,,A,3
PU-PP-47,PP,G,89,F,22,0.47,0.427,2 damselfly larvae: 0.017,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.017,0,0,0,0,0,0,0,0,0.017,7/2/2021,Winter,Dormant,3,0.368245268,0.513830607,A,3
PU-PP-48,PP,G,84,F,22,0.264,0.243,1 chironomid: 0.004,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.004,0,0,0,0,0,0,0,0,0,0,0.004,7/2/2021,Winter,Dormant,3,0.252373513,0.300444658,A,3
PU-PP-49,PP,G,82,M,22,0.388,0.281,"1 Inverts: 0.075, bait?",F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.075,0,0,0,0,0.075,7/2/2021,Winter,Dormant,3,1.348796168,2.294214043,A,3
PU-GSP-59,GSP,G,85,F,22,0.336,0.326,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.093782238,0.093782238,T,1
PU-GSP-60,GSP,G,95,F,22,0.457,0.451,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.041603106,0.041603106,T,2
PU-GSP-61,GSP,N,57,M,22,0.106,0.1,1 chiro: <0.001,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.214592275,0.214592275,T,1
PU-GSP-62,GSP,G,70,M,22,0.212,0.205,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.124245651,0.124245651,T,1
PU-GSP-63,GSP,G,65,M,22,0.16,0.153,1 chiro: <0.001,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.171023699,0.171023699,T,1
PU-GSP-64,GSP,G,64,M,22,0.151,0.146,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.118849536,0.118849536,T,1
PU-GSP-65,GSP,G,69,M,22,0.185,0.179,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.114307487,0.114307487,T,2
PU-GSP-66,GSP,G,69,M,22,0.229,0.211,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.341296928,0.341296928,T,2
PU-GSP-67,GSP,G,73,F,22,0.23,0.221,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.143976964,0.143976964,T,1
PU-GSP-68,GSP,G,70,M,22,0.218,0.209,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.156385752,0.156385752,T,2
PU-GSP-69,GSP,G,61,M,22,0.13,0.12,1 invert: 0.001,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0.001,19/2/2021,Winter,Dormant,4,0.27593819,0.303532009,T,1
PU-GSP-70,GSP,G,62,M,22,0.155,0.147,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.200904068,0.200904068,T,1
PU-GSP-71,GSP,G,68,M,22,0.172,0.167,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.097713504,0.097713504,T,1
PU-GSP-72,GSP,N,59,F,22,0.163,0.156,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.215583616,0.215583616,T,1
PU-GSP-73,GSP,N,49,F,22,0.08,0.072,2 zoops: 0.001,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,19/2/2021,Winter,Dormant,4,0.460829493,0.51843318,T,2
PU-GSP-74,GSP,N,56,F,22,0.113,0.101,3 zoops: 0.001,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,19/2/2021,Winter,Dormant,4,0.442477876,0.479351032,T,2
PU-GSP-75,GSP,G,63,F,22,0.155,0.148,1 zoops: <0.001,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.172244094,0.172244094,T,2
PU-GSP-76,GSP,G,65,F,22,0.174,0.155,>10 zoops: 0.002,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,19/2/2021,Winter,Dormant,4,0.459159014,0.507491542,T,1
PU-GSP-77,GSP,N,59,F,22,0.126,0.119,2 zoops: <0.001,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.220125786,0.220125786,T,2
PU-GSP-78,GSP,N,39,F,20,0.035,0.03,~5 zoops: <0.001,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.593824228,0.593824228,T,1
PU-GSP-79,GSP,N,37,M,20,0.031,0.026,~5 zoops: <0.001,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.73964497,0.73964497,T,1
PU-GSP-80,GSP,N,48,F,22,0.08,0.069,~20 zoops: 0.003,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,19/2/2021,Winter,Dormant,4,0.69052103,0.878844947,T,1
PU-GSP-81,GSP,N,49,M,20,0.07,0.064,2 zoops: <0.001,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.372208437,0.372208437,T,1
PU-GSP-82,GSP,N,51,F,22,0.081,0.075,3 zoops: <0.001,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.306278714,0.306278714,T,1
PU-GSP-83,GSP,N,50,M,22,0.084,0.077,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19/2/2021,Winter,Dormant,4,0.348432056,0.348432056,T,2
PU-KSB-37,KSB,N,57,F,22,0.13,0.105,4 chiro: 0.008,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.008,0,0,0,0,0,0,0,0,0,0,0.008,21/2/21,Winter,Dormant,4,0.987751877,1.303832477,T,2
PU-KSB-38,KSB,G,69,F,22,0.256,0.166,12 damsel: 0.045,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.045,0,0,0,0,0,0,0,0,0.045,21/2/21,Winter,Dormant,4,2.080924855,3.121387283,T,2
PU-KSB-39,KSB,G,75,F,22,0.351,0.263,12 damsel: 0.058,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.058,0,0,0,0,0,0,0,0,0.058,21/2/21,Winter,Dormant,4,1.44903672,2.404083649,T,3
PU-KSB-40,KSB,G,75,F,22,0.262,0.254,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/2/21,Winter,Dormant,4,0.135915732,0.135915732,T,3
PU-KSB-41,KSB,G,72,M,20,0.231,0.226,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/2/21,Winter,Dormant,4,0.093896714,0.093896714,T,3
PU-KSB-42,KSB,G,71,F,22,0.228,0.196,5 chiro: 0.013,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.013,0,0,0,0,0,0,0,0,0,0,0.013,21/2/21,Winter,Dormant,4,0.636182903,0.894632207,T,3
PU-KSB-43,KSB,G,63,F,22,0.127,0.124,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/2/21,Winter,Dormant,4,0.082169269,0.082169269,T,3
PU-KSB-44,KSB,G,62,M,10,0.158,0.15,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21/2/21,Winter,Dormant,4,0.244125725,0.244125725,T,4
PU-KSB-45,KSB,G,61,F,22,0.147,0.096,~10 zoops: 0.003,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,21/2/21,Winter,Dormant,4,1.693227092,1.792828685,T,3
PU-KSB-46,KSB,N,58,F,22,0.17,0.123,14 chiro: 0.021; 4 damsel: 0.01,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.021,4,0.01,0,0,0,0,0,0,0,0,0.022,21/2/21,Winter,Dormant,4,1.62798753,2.390024247,T,2
PU-KSB-47,KSB,N,58,M,10,0.121,0.109,3 chiro: 0.005,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.005,0,0,0,0,0,0,0,0,0,0,0.005,21/2/21,Winter,Dormant,4,0.452488688,0.641025641,T,3
PU-KSB-48,KSB,G,61,F,22,0.185,0.148,inverts: 0.018,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.018,0,0,0,0,0.018,21/2/21,Winter,Dormant,4,1.102174561,1.63836759,T,2
PU-KSB-49,KSB,G,60,F,22,0.12,0.109,1 chiro: 0.002,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.002,0,0,0,0,0,0,0,0,0,0,0.002,21/2/21,Winter,Dormant,4,0.359829899,0.425253517,T,2
PU-KSB-50,KSB,N,46,F,10,0.059,0.049,Inverts: 0.003,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.003,0,0,0,0,0.003,21/2/21,Winter,Dormant,4,0.798722045,1.038338658,T,2
PU-KSB-51,KSB,N,44,M,10,0.045,0.04,1 chiro: 0.001,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001,0,0,0,0,0,0,0,0,0,0,0.001,21/2/21,Winter,Dormant,4,0.460829493,0.552995392,T,2
PU-KSB-52,KSB,N,44,M,10,0.056,0.041,2 chiro: 0.004; 1 damsel: 0.001,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.004,1,0.001,0,0,0,0,0,0,0,0,0.005,21/2/21,Winter,Dormant,4,1.385041551,1.846722068,T,2
PU-PP-50,PP,G,71,F,22,0.23,0.195,10 chiro: 0.02,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.02,0,0,0,0,0,0,0,0,0,0,0.02,20/2/2021,Winter,Dormant,4,0.681995323,1.071706937,T,2
PU-PP-51,PP,G,75,M,22,0.255,0.225,7 chiro: 0.019,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.019,0,0,0,0,0,0,0,0,0,0,0.019,20/2/2021,Winter,Dormant,4,0.56980057,0.930674264,T,3
PU-PP-52,PP,N,59,M,22,0.162,0.158,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/2/2021,Winter,Dormant,4,0.13400335,0.13400335,T,3
PU-PP-53,PP,G,62,M,22,0.15,0.125,4 chiro: 0.013,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.013,0,0,0,0,0,0,0,0,0,0,0.013,20/2/2021,Winter,Dormant,4,0.726321906,1.104009297,T,3
PU-PP-54,PP,G,60,M,22,0.148,0.101,10 chiro: 0.02; 1 odo: 0.005,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.02,1,0.005,0,0,0,0,0,0,0,0,0.025,20/2/2021,Winter,Dormant,4,1.514175258,2.319587629,T,3
PU-PP-55,PP,G,64,F,22,0.138,0.133,MT,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/2/2021,Winter,Dormant,4,0.127097102,0.127097102,T,3
PU-PP-56,PP,G,64,F,22,0.192,0.16,3 damsel: 0.018,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.018,0,0,0,0,0,0,0,0,0.018,20/2/2021,Winter,Dormant,4,0.830952999,1.298364061,T,2
PU-PP-57,PP,G,81,M,22,0.331,0.287,9 chiro: 0.03,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.03,0,0,0,0,0,0,0,0,0,0,0.03,20/2/2021,Winter,Dormant,4,0.585885486,0.985352863,T,3
PU-PP-58,PP,G,62,M,22,0.148,0.128,5 chiro: 0.006,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.006,0,0,0,0,0,0,0,0,0,0,0.006,20/2/2021,Winter,Dormant,4,0.585651537,0.761346999,T,3
PU-PP-59,PP,N,53,M,10,0.1,0.096,2 chiro: 0.001,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.001,0,0,0,0,0,0,0,0,0,0,0.001,20/2/2021,Winter,Dormant,4,0.186306474,0.232883093,T,3
PU-PP-60,PP,N,34,F,10,0.021,0.014,6 chiro: 0.002,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.002,0,0,0,0,0,0,0,0,0,0,0.002,20/2/2021,Winter,Dormant,4,1.437371663,1.848049281,T,2
PU-PP-61,PP,N,30,M,10,0.017,0.012,~4 zoops: <0.001,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/2/2021,Winter,Dormant,4,1.204819277,1.204819277,T,3
PU-PP-62,PP,N,33,M,10,0.02,0.016,~2 zoops: <0.001,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20/2/2021,Winter,Dormant,4,0.824742268,0.824742268,T,2
PU-PP-63,PP,G,72,F,22,0.27,0.199,6 damsel: 0.045,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.045,0,0,0,0,0,0,0,0,0.045,21/02/2021,Winter,Dormant,4,1.213467783,1.982567083,T,3
PU-PP-64,PP,G,74,F,22,0.295,0.241,9 chiro: 0.039,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.039,0,0,0,0,0,0,0,0,0,0,0.039,21/2/21,Winter,Dormant,4,0.952380952,1.64021164,T,3
